(838537989.0, 2121.0)
profit, budget restant
départ, arrivée, numéro du camion
(106713, 175903, 3853)
(103387, 8136, 3853)
(122911, 102715, 3853)
(9845, 10351, 3853)
(113806, 6104, 3655)
(164992, 4818, 3518)
(63304, 169472, 3853)
(20807, 155002, 3853)
(449, 198743, 3780)
(108361, 94668, 3853)
(35789, 195, 3679)
(48051, 175052, 3655)
(86543, 174829, 3853)
(88398, 53030, 3780)
(64423, 6975, 3780)
(17612, 118860, 3679)
(62121, 99673, 3853)
(109298, 91786, 3780)
(5161, 33384, 3655)
(78080, 102047, 3853)
(51140, 89282, 3679)
(66164, 60964, 3780)
(116344, 128414, 3780)
(28816, 75909, 3780)
(154511, 164031, 3780)
(184818, 135053, 3587)
(52659, 185265, 3518)
(35889, 106739, 3518)
(122364, 142491, 3853)
(197801, 110470, 3853)
(72270, 2779, 3853)
(2183, 21774, 3853)
(173202, 162878, 3679)
(116883, 12548, 3655)
(5128, 1872, 3518)
(140465, 155740, 3679)
(123933, 136676, 3780)
(99232, 63078, 3780)
(45, 37269, 3853)
(48554, 163283, 3853)
(18794, 48959, 3780)
(129325, 57207, 3780)
(6563, 5387, 3853)
(1964, 6321, 3587)
(123442, 46471, 3853)
(41331, 16352, 3655)
(151436, 26440, 3655)
(120749, 26804, 3538)
(130182, 153545, 3780)
(80449, 161032, 3655)
(107316, 90974, 3853)
(198360, 129169, 3518)
(31541, 199709, 3780)
(57422, 11135, 3518)
(59760, 49441, 3780)
(15895, 180011, 3655)
(70529, 7104, 3655)
(167209, 180792, 3655)
(9859, 5640, 3853)
(41464, 36285, 3853)
(113154, 173258, 3780)
(165048, 115688, 3780)
(265, 156457, 3655)
(52627, 54230, 3518)
(105159, 152904, 3780)
(158324, 187056, 3655)
(45733, 51651, 3780)
(178842, 33226, 3655)
(117908, 14429, 3853)
(3501, 156066, 3655)
(66365, 5968, 3518)
(197172, 9300, 3518)
(9125, 143277, 3780)
(43667, 7362, 3780)
(113233, 14805, 3853)
(111825, 10043, 3853)
(198709, 170034, 3853)
(25918, 159323, 3655)
(76330, 68458, 3780)
(10381, 73700, 3655)
(26297, 101481, 3780)
(19795, 12238, 3853)
(11380, 88042, 3853)
(55538, 17864, 3518)
(25846, 104869, 3655)
(90862, 17183, 3780)
(119920, 47260, 3780)
(88212, 1842, 3853)
(157461, 71568, 3780)
(48132, 1763, 3853)
(164930, 22163, 3780)
(143197, 189507, 3780)
(22863, 45410, 3655)
(6495, 179455, 3780)
(5586, 40682, 3655)
(187474, 170533, 3780)
(1418, 14868, 3518)
(3850, 195108, 3780)
(20171, 32777, 3780)
(39859, 7486, 3780)
(55570, 153853, 3780)
(12443, 162961, 3780)
(121233, 155083, 3587)
(157998, 63710, 3853)
(325, 96151, 3655)
(82216, 192685, 3780)
(22946, 98302, 3853)
(12007, 56773, 3853)
(4302, 113405, 3655)
(11365, 106186, 3780)
(160134, 13182, 3518)
(66005, 190557, 3853)
(161340, 138017, 3853)
(4714, 81718, 3679)
(54413, 55312, 3780)
(193208, 117232, 3518)
(45486, 140820, 3853)
(160111, 187020, 3587)
(75362, 145871, 3679)
(29190, 73990, 3780)
(66605, 22756, 3780)
(138276, 107425, 3853)
(106442, 7330, 3780)
(21110, 26424, 3655)
(137695, 31527, 3655)
(122697, 25149, 3518)
(165417, 8633, 3780)
(92361, 6368, 3780)
(54605, 5782, 3655)
(76075, 145771, 3853)
(88791, 83876, 3655)
(81071, 11316, 3518)
(92846, 183328, 3780)
(94325, 90655, 3780)
(194776, 60197, 3853)
(85660, 3690, 3518)
(49330, 69960, 3853)
(10706, 13944, 3853)
(41007, 67181, 3853)
(138342, 198925, 3853)
(85325, 16755, 3518)
(16645, 191567, 3518)
(53124, 115450, 3518)
(7550, 125776, 3655)
(42727, 108843, 3853)
(181027, 43582, 3780)
(19971, 124021, 3780)
(66870, 144429, 3853)
(17245, 24711, 3853)
(106487, 34364, 3853)
(129929, 13472, 3853)
(132369, 98584, 3853)
(14593, 179256, 3655)
(181278, 64979, 3655)
(60454, 100800, 3518)
(66948, 192233, 3780)
(31865, 9368, 3518)
(170141, 98503, 3780)
(3392, 168989, 3780)
(7783, 81066, 3655)
(3125, 145787, 3853)
(139370, 167202, 3853)
(54693, 115216, 3780)
(188642, 90252, 3655)
(43379, 152202, 3780)
(117825, 109298, 3518)
(64867, 171520, 3853)
(71, 163533, 3679)
(96688, 54076, 3679)
(41347, 156457, 3655)
(62865, 77829, 3655)
(19531, 90673, 3518)
(28063, 142498, 3853)
(14140, 22026, 3853)
(147384, 3840, 3518)
(33902, 87261, 3780)
(73615, 112299, 3518)
(119521, 44966, 3780)
(55588, 4351, 3853)
(171547, 49033, 3853)
(20013, 143961, 3780)
(153861, 23143, 3780)
(124740, 86420, 3853)
(35566, 42356, 3853)
(163014, 103026, 3655)
(115778, 107405, 3853)
(32749, 127817, 3655)
(22878, 72539, 3655)
(72771, 170251, 3853)
(193286, 640, 3655)
(78, 198896, 3780)
(137041, 150578, 3679)
(2845, 38896, 3780)
(1977, 74228, 3679)
(173514, 167986, 3853)
(137816, 29089, 3518)
(105121, 60933, 3587)
(136485, 7558, 3853)
(198149, 119045, 3780)
(51948, 13677, 3853)
(84688, 94331, 3853)
(4969, 106665, 3780)
(44376, 64969, 3655)
(53124, 56228, 3405)
(42557, 50731, 3780)
(129396, 72924, 3853)
(175075, 34428, 3655)
(3865, 194125, 3655)
(38810, 85436, 3518)
(29502, 103340, 3780)
(38531, 120115, 3518)
(14166, 5100, 3780)
(36445, 43553, 3780)
(61178, 182172, 3679)
(31399, 13295, 3655)
(167015, 24353, 3853)
(12859, 7446, 3780)
(49732, 21317, 3518)
(112678, 131544, 3518)
(133530, 557, 3780)
(37263, 112602, 3780)
(147068, 67644, 3655)
(154235, 90273, 3518)
(166154, 1755, 3679)
(74341, 29146, 3780)
(20190, 128600, 3853)
(94290, 21469, 3853)
(196672, 63906, 3853)
(197962, 163036, 3853)
(100852, 103280, 3361)
(114235, 65783, 3655)
(27248, 69618, 3780)
(58859, 48369, 3538)
(151596, 4167, 3518)
(24463, 120638, 3655)
(124647, 4436, 3518)
(68086, 46751, 3679)
(42109, 119030, 3853)
(196109, 23290, 3853)
(5030, 197406, 3655)
(27319, 34612, 3780)
(177972, 151042, 3853)
(123943, 89998, 3655)
(155509, 48577, 3655)
(134599, 4079, 3538)
(48245, 173232, 3780)
(38740, 3403, 3655)
(156973, 20152, 3655)
(35910, 64061, 3853)
(103606, 36777, 3853)
(145062, 77128, 3679)
(186593, 82558, 3780)
(10515, 76037, 3853)
(152983, 52300, 3853)
(197986, 64853, 3679)
(113018, 126962, 3853)
(95146, 37475, 3361)
(99398, 18741, 3518)
(164506, 108282, 3655)
(43494, 133649, 3780)
(64493, 37652, 3518)
(170875, 99849, 3260)
(134295, 51938, 3853)
(133829, 107513, 3518)
(22211, 91160, 3655)
(185016, 745, 3780)
(151410, 63196, 3853)
(143031, 20885, 3853)
(14887, 51570, 3518)
(130734, 133514, 3780)
(43116, 108495, 3655)
(39313, 39840, 3853)
(161703, 82797, 3853)
(383, 37121, 3361)
(116348, 410, 3518)
(17977, 34869, 3518)
(1284, 55586, 3655)
(57178, 26008, 3853)
(176341, 55906, 3853)
(162179, 182074, 3518)
(1580, 44594, 3518)
(912, 80772, 3853)
(2009, 191782, 3780)
(75642, 88791, 3655)
(61214, 10303, 3943)
(35857, 186857, 3780)
(82219, 45687, 3853)
(188059, 147432, 3943)
(8829, 20965, 3853)
(100602, 75462, 3853)
(158959, 90703, 3943)
(62075, 151363, 3655)
(81516, 69694, 3587)
(84704, 63895, 3587)
(5004, 58213, 3853)
(19531, 47680, 3518)
(31088, 18184, 3943)
(152044, 97902, 3943)
(67693, 31765, 3780)
(92864, 118117, 3943)
(154423, 58097, 3780)
(58426, 184783, 3780)
(15375, 174662, 3853)
(180452, 51922, 3853)
(32474, 111476, 3943)
(11780, 34191, 3405)
(164060, 119025, 3538)
(34029, 146247, 3853)
(52783, 185789, 3943)
(6657, 50390, 3943)
(133428, 181312, 3679)
(3408, 173559, 3655)
(39403, 144079, 3518)
(26970, 51253, 3853)
(28388, 143047, 3538)
(117607, 13350, 3780)
(67564, 33389, 3780)
(25708, 13955, 3943)
(165530, 7463, 3780)
(129417, 125739, 3655)
(117671, 28550, 3587)
(85057, 75426, 3943)
(75698, 2097, 3943)
(142846, 46712, 3853)
(183641, 28651, 3780)
(110075, 105726, 3780)
(112547, 61411, 3943)
(1168, 54307, 3853)
(73348, 117433, 3780)
(115421, 20357, 3780)
(84459, 33375, 3655)
(98104, 157845, 3518)
(77963, 39060, 3943)
(147877, 16778, 3853)
(192782, 134351, 3853)
(50378, 181950, 3780)
(95878, 89738, 3655)
(189598, 39660, 3853)
(78186, 187873, 3655)
(26534, 27001, 3780)
(35814, 130993, 3943)
(120725, 8726, 3943)
(55140, 162878, 3679)
(36198, 55885, 3853)
(109441, 59657, 3780)
(137549, 67691, 3943)
(6505, 151277, 3853)
(81543, 186209, 3853)
(88083, 102337, 3853)
(66280, 39372, 3853)
(87569, 39296, 3853)
(139668, 30340, 3587)
(134177, 4485, 3943)
(43878, 97977, 3518)
(86118, 45091, 3518)
(80030, 131591, 3655)
(91896, 142285, 3679)
(124388, 167, 3587)
(83101, 176893, 3943)
(128925, 47571, 3943)
(126006, 16660, 3587)
(128727, 41417, 3943)
(45883, 103420, 3853)
(88977, 102810, 3853)
(38954, 174972, 3518)
(29579, 1635, 3518)
(5044, 24954, 3405)
(42060, 47386, 3655)
(12851, 169611, 3655)
(52659, 5286, 3518)
(10485, 38389, 3518)
(124626, 148885, 3943)
(165661, 12064, 3853)
(151277, 158539, 3853)
(13888, 15138, 3780)
(2193, 4232, 3655)
(154615, 67943, 3518)
(75614, 98711, 3853)
(187098, 50788, 3587)
(4007, 115198, 3853)
(124833, 11785, 3943)
(187981, 199838, 3780)
(62, 18270, 3853)
(13918, 5204, 3853)
(53540, 95804, 3943)
(26766, 105584, 3943)
(19833, 68015, 3943)
(28157, 114588, 3679)
(175814, 55956, 3655)
(87610, 16086, 3943)
(72836, 24371, 3943)
(152158, 30575, 3943)
(177846, 173586, 3780)
(139449, 157893, 3679)
(21028, 188722, 3518)
(56985, 123848, 3853)
(38779, 57106, 3943)
(146162, 32749, 3655)
(106704, 65272, 3655)
(40757, 183912, 3943)
(20413, 21343, 3943)
(7287, 87005, 3943)
(76953, 41707, 3853)
(97950, 137636, 3943)
(6039, 52128, 3780)
(75316, 80589, 3780)
(62836, 15853, 3780)
(27675, 158377, 3943)
(154423, 2073, 3943)
(31481, 111388, 3943)
(193199, 11338, 3853)
(98075, 140241, 3780)
(158905, 85757, 3853)
(121372, 197108, 3943)
(10691, 136927, 3943)
(8039, 112823, 3943)
(6689, 141068, 3679)
(46070, 9507, 3655)
(147787, 143973, 3780)
(96427, 149372, 3780)
(101408, 36285, 3679)
(129503, 19152, 3679)
(51529, 91318, 3943)
(60914, 86440, 3943)
(63569, 37597, 3943)
(29307, 93569, 3655)
(128286, 33920, 3943)
(199186, 83554, 3518)
(11384, 116344, 3780)
(139374, 17090, 3780)
(80214, 16872, 3853)
(63018, 52018, 3655)
(101597, 145081, 3655)
(16171, 33386, 3853)
(60987, 1387, 3943)
(34540, 65884, 3943)
(195239, 48153, 3655)
(59595, 23475, 3943)
(171407, 184688, 3943)
(35223, 126896, 3853)
(105074, 97211, 3538)
(8833, 187511, 3679)
(102686, 176859, 3655)
(44621, 14950, 3518)
(156385, 16617, 3943)
(42405, 108400, 3780)
(36167, 12605, 3780)
(85887, 3312, 3361)
(3870, 37328, 3679)
(48911, 161576, 3853)
(162487, 122498, 3943)
(190608, 43895, 3943)
(78116, 38840, 3518)
(165613, 105256, 3518)
(58160, 21929, 3780)
(117715, 6121, 3780)
(109048, 43387, 3853)
(156237, 106956, 3655)
(133551, 23090, 3853)
(136867, 115394, 3260)
(9495, 70567, 3655)
(135797, 11359, 3780)
(7894, 134223, 3943)
(86864, 198160, 3780)
(149022, 112627, 3780)
(181965, 60459, 3853)
(44795, 27657, 3780)
(175930, 7818, 3780)
(50508, 145038, 3780)
(60859, 101672, 3943)
(73273, 134514, 3943)
(12274, 126239, 3518)
(128261, 161672, 3943)
(13271, 47920, 3853)
(78206, 189202, 3780)
(26778, 48848, 3655)
(45362, 150811, 3943)
(71028, 166186, 3943)
(46436, 99246, 3655)
(116603, 46725, 3943)
(30349, 140633, 3587)
(27813, 62515, 3518)
(17642, 189570, 3853)
(47679, 53784, 3943)
(15408, 27459, 3943)
(47509, 96693, 3943)
(3958, 61682, 3853)
(16288, 72276, 3853)
(24125, 109361, 3780)
(130275, 193322, 3780)
(92132, 152475, 3943)
(188375, 38828, 3943)
(173737, 44699, 3853)
(89506, 40031, 3780)
(141548, 17282, 3780)
(194883, 30715, 3853)
(19304, 120450, 3780)
(163784, 140038, 3655)
(110715, 33559, 3853)
(24330, 126858, 3853)
(57202, 150238, 3943)
(84539, 117285, 3780)
(10184, 7363, 3518)
(90000, 83891, 3943)
(15759, 134114, 3284)
(181448, 17978, 3780)
(103864, 112387, 3518)
(156949, 177641, 3655)
(77171, 79170, 3853)
(21022, 164534, 3655)
(72079, 158955, 3943)
(6704, 79133, 3943)
(27047, 84665, 3943)
(61264, 180828, 3853)
(63423, 54633, 3780)
(2820, 176503, 3780)
(97512, 176621, 3405)
(145663, 168750, 3853)
(78525, 160078, 3853)
(147683, 38551, 3780)
(15690, 128301, 3780)
(809, 183681, 3780)
(1927, 191159, 3518)
(78968, 5844, 3780)
(39199, 48568, 3655)
(194354, 38498, 3655)
(51135, 125491, 3943)
(17643, 33075, 3518)
(198841, 190965, 3943)
(552, 64204, 3518)
(174959, 77623, 4009)
(33161, 66226, 3780)
(35362, 108362, 4009)
(38367, 20837, 3780)
(113881, 178440, 3943)
(41057, 117498, 4009)
(124246, 2776, 3361)
(18507, 132880, 3655)
(51791, 119316, 3780)
(37787, 71107, 3780)
(150612, 88275, 3655)
(197229, 22183, 3853)
(124700, 24559, 3943)
(131519, 166960, 4009)
(16273, 7781, 3853)
(24289, 104293, 3655)
(56842, 142428, 3943)
(92990, 132283, 3943)
(159720, 186973, 4009)
(17061, 30138, 3655)
(170649, 151952, 3655)
(68922, 24341, 3943)
(3413, 90904, 3538)
(105031, 138761, 3853)
(177119, 127371, 3853)
(96454, 111284, 3679)
(95213, 49170, 3943)
(76049, 191646, 3587)
(7741, 73604, 3655)
(44488, 11976, 3943)
(141265, 179401, 3943)
(184677, 151113, 3587)
(107655, 58418, 3780)
(86388, 15623, 3853)
(190463, 101745, 3655)
(178508, 35132, 3655)
(3761, 45088, 3853)
(65309, 11126, 3518)
(52779, 31628, 3655)
(138732, 23775, 4009)
(55795, 40369, 3943)
(88350, 118131, 3780)
(59558, 16266, 3853)
(26498, 116913, 3943)
(159008, 138795, 3943)
(59841, 185489, 3943)
(90516, 138390, 3655)
(105828, 50046, 3780)
(173580, 79133, 3943)
(133196, 20608, 3943)
(18505, 30796, 3780)
(8877, 86262, 3853)
(25740, 199523, 4009)
(116533, 44135, 3655)
(96354, 17504, 3655)
(28595, 92587, 3780)
(40017, 63679, 3853)
(19444, 743, 3943)
(85315, 12591, 3943)
(46382, 68751, 3853)
(161695, 29118, 3943)
(194242, 115132, 4009)
(89636, 150477, 3780)
(47472, 133128, 3853)
(183020, 28089, 3853)
(73288, 91837, 3853)
(174817, 199040, 3943)
(51434, 116716, 4009)
(16371, 112735, 3943)
(147825, 12035, 3853)
(11103, 46159, 3518)
(86130, 169810, 3655)
(122236, 120823, 3943)
(6485, 84096, 4009)
(15862, 70198, 3405)
(182611, 34926, 4009)
(198483, 8821, 3518)
(35225, 82188, 4009)
(104692, 183057, 3943)
(8616, 196503, 4009)
(77749, 8565, 3853)
(81233, 64361, 3853)
(3996, 62504, 3587)
(39168, 90318, 3780)
(97143, 13650, 4009)
(69712, 75435, 4009)
(110965, 186652, 4009)
(12229, 118777, 3853)
(73756, 29026, 3853)
(167163, 130902, 3655)
(170482, 11503, 4009)
(1080, 131135, 4009)
(19488, 154939, 3587)
(3318, 135009, 3518)
(133021, 136538, 3943)
(127468, 58978, 3943)
(39649, 88552, 4009)
(42648, 176342, 3780)
(79006, 184552, 3853)
(40601, 185, 3943)
(13852, 15050, 4009)
(60911, 156975, 4009)
(164700, 156115, 3780)
(4725, 161471, 3853)
(148524, 44191, 3853)
(139607, 47620, 3853)
(17991, 198855, 3679)
(72619, 71359, 3361)
(78018, 164416, 3780)
(29920, 120086, 3780)
(115000, 129246, 3655)
(14310, 81445, 3943)
(114010, 103108, 3943)
(26739, 37855, 3943)
(128644, 40345, 4009)
(44607, 21705, 3780)
(190523, 657, 4009)
(14846, 49463, 4009)
(86828, 143944, 3853)
(18262, 188640, 3679)
(129257, 77158, 3943)
(141120, 44044, 3943)
(258, 96507, 3943)
(46246, 84293, 3853)
(53509, 7116, 3780)
(36700, 34750, 3780)
(80068, 42412, 3780)
(102584, 16485, 3518)
(136316, 59353, 4009)
(144917, 76730, 4009)
(2306, 142934, 3853)
(17643, 117195, 3780)
(177707, 12120, 3780)
(3340, 100331, 4009)
(26611, 18377, 4009)
(95974, 100284, 3679)
(100070, 4368, 3853)
(180878, 2144, 3518)
(34340, 8858, 3853)
(13961, 11589, 3943)
(20663, 84978, 3943)
(84130, 140849, 4009)
(5494, 20348, 4009)
(196815, 98041, 3853)
(83177, 19189, 3943)
(103437, 145174, 3943)
(259, 73415, 3943)
(88003, 27794, 4009)
(6064, 170892, 3518)
(181167, 72155, 3853)
(18860, 60416, 3853)
(189082, 162689, 3780)
(194726, 32888, 3780)
(20480, 157465, 3780)
(171032, 144723, 3780)
(185553, 2767, 4009)
(134746, 66286, 3655)
(13371, 41315, 4009)
(13203, 15383, 4009)
(197962, 145416, 3853)
(25375, 119244, 4009)
(85742, 195524, 4009)
(141, 133535, 3518)
(13710, 14317, 3853)
(65454, 117659, 3655)
(92236, 175757, 3538)
(125219, 169790, 3538)
(6703, 14600, 3853)
(37551, 84447, 3943)
(68485, 17875, 3943)
(662, 38355, 3780)
(14839, 178541, 3518)
(103331, 120849, 3518)
(4829, 99058, 3943)
(111157, 135435, 3943)
(69098, 17105, 3943)
(171432, 43246, 3587)
(19697, 33894, 4009)
(107403, 12852, 4009)
(106337, 159060, 4009)
(128440, 195499, 3943)
(185917, 123992, 3853)
(120354, 3195, 3780)
(270, 144505, 3518)
(19677, 4783, 3518)
(117445, 156182, 4009)
(193109, 6585, 3780)
(47787, 178601, 3780)
(146537, 163764, 4009)
(179491, 148933, 3943)
(5380, 95020, 3587)
(26620, 2047, 3943)
(118599, 39535, 3853)
(8823, 36215, 3853)
(161763, 25733, 3943)
(124562, 44797, 3853)
(50046, 88810, 3853)
(155882, 5691, 3518)
(21373, 43243, 3518)
(80424, 128325, 3780)
(2002, 24318, 3780)
(60787, 22381, 3853)
(63795, 132990, 3679)
(99955, 2348, 3780)
(86912, 6499, 3853)
(67683, 65132, 4009)
(48184, 69123, 3943)
(93971, 20445, 3853)
(165932, 172945, 3679)
(157977, 62685, 4009)
(175755, 36976, 3655)
(165739, 64435, 3853)
(1090, 190772, 3853)
(7547, 140928, 3853)
(92156, 32434, 3518)
(183503, 110322, 4009)
(11561, 144269, 4009)
(57423, 42555, 3655)
(143920, 179529, 3943)
(128007, 12541, 3943)
(110925, 144236, 3853)
(3773, 63460, 3780)
(17216, 143662, 3655)
(191042, 196697, 3853)
(18797, 48822, 4009)
(28890, 2654, 3780)
(199487, 98182, 3853)
(133547, 112308, 3853)
(65729, 133523, 3943)
(51896, 64751, 3943)
(65827, 150114, 3943)
(100409, 150292, 3943)
(59870, 35511, 3943)
(28568, 50998, 3943)
(11119, 62403, 3655)
(39544, 70692, 3943)
(93223, 103465, 3780)
(74897, 180106, 3518)
(42965, 183185, 3853)
(9902, 2333, 3853)
(121057, 158669, 4009)
(54785, 79983, 4009)
(97906, 10101, 3943)
(79614, 57142, 3943)
(107083, 48429, 3518)
(18866, 22635, 3853)
(100159, 40531, 4009)
(28147, 27175, 3655)
(146910, 5123, 3853)
(2737, 60241, 3587)
(101785, 15806, 3780)
(77544, 77062, 3943)
(187676, 104512, 3679)
(153734, 138946, 3853)
(57880, 142098, 3853)
(49312, 164609, 3853)
(116658, 130360, 3853)
(71850, 86185, 3853)
(109987, 174032, 3518)
(121657, 38954, 3518)
(111157, 24290, 3943)
(90435, 36613, 3587)
(3890, 166013, 3853)
(86346, 38636, 3853)
(142626, 73708, 3853)
(47902, 31640, 3853)
(102160, 154545, 3655)
(15050, 190409, 3780)
(69670, 8144, 3853)
(9673, 144608, 3655)
(53987, 63835, 3943)
(22444, 114314, 3943)
(77543, 11909, 3853)
(145871, 32182, 3853)
(99023, 37570, 3943)
(64298, 9970, 3780)
(8225, 27168, 3780)
(42629, 199348, 4009)
(182581, 21110, 3943)
(143367, 174026, 3943)
(30456, 98170, 3538)
(154526, 11134, 3780)
(172465, 156655, 3780)
(136692, 128661, 4009)
(44508, 195903, 3853)
(182243, 69409, 3853)
(116705, 74516, 3853)
(112196, 57702, 4009)
(92990, 8742, 3943)
(26564, 89976, 3943)
(156733, 58081, 3518)
(104112, 299, 3518)
(38167, 58084, 3518)
(6190, 141165, 4009)
(20808, 97679, 3405)
(78882, 40702, 3943)
(5680, 29431, 3655)
(182262, 13563, 4009)
(18873, 69776, 3853)
(45288, 33531, 3853)
(183956, 101384, 3943)
(190143, 168120, 4009)
(152566, 124353, 3853)
(2637, 80404, 3853)
(65635, 48313, 3943)
(180508, 20155, 3943)
(11500, 85550, 3655)
(103483, 192552, 3943)
(103483, 19990, 3943)
(65980, 1442, 3943)
(51713, 60102, 3853)
(131891, 153997, 4009)
(6852, 182678, 3780)
(181472, 65552, 3853)
(93154, 164066, 3853)
(62584, 40247, 3780)
(118550, 71496, 3780)
(107458, 176241, 4009)
(192105, 116414, 4009)
(33041, 28920, 3780)
(75983, 99089, 3518)
(48112, 76077, 3943)
(164601, 50794, 3853)
(58740, 155856, 3853)
(89044, 68547, 4009)
(6485, 58378, 4009)
(180394, 1084, 3853)
(36187, 121954, 4009)
(177324, 56621, 4009)
(127133, 193656, 3780)
(45175, 65727, 3943)
(43146, 3996, 3943)
(133561, 20012, 3943)
(118921, 63692, 3587)
(79272, 23545, 3655)
(184712, 7906, 3780)
(143184, 199186, 3780)
(145322, 16738, 4009)
(106212, 66734, 4009)
(130280, 194752, 4009)
(107646, 74543, 3943)
(35103, 132445, 3853)
(15137, 106368, 3780)
(8467, 27891, 3587)
(139558, 149404, 3943)
(71636, 9536, 3943)
(83975, 140667, 3853)
(144328, 195337, 3853)
(33855, 27210, 3780)
(36293, 77507, 3943)
(81517, 176940, 3943)
(46008, 65179, 3943)
(149198, 122355, 3853)
(6794, 14200, 3780)
(152158, 11377, 3655)
(1107, 51039, 3943)
(191810, 14101, 3943)
(38618, 9237, 4009)
(67957, 29410, 4009)
(66712, 254, 4009)
(181732, 95690, 4009)
(111029, 11578, 3780)
(63435, 142820, 3943)
(40228, 11586, 3655)
(129929, 14484, 3943)
(3309, 35126, 3518)
(179192, 42097, 4009)
(36944, 65832, 3655)
(5871, 28478, 3655)
(188253, 99, 3655)
(141654, 110480, 3943)
(173470, 40688, 3853)
(100883, 116040, 3853)
(37693, 38585, 3518)
(114918, 15563, 3587)
(129307, 104307, 4009)
(1344, 55507, 4009)
(37311, 191538, 4009)
(166581, 141832, 3853)
(33262, 179388, 3679)
(13421, 112965, 3943)
(66404, 133406, 4009)
(101942, 122222, 3587)
(10121, 39675, 3943)
(150955, 1183, 3943)
(133147, 133776, 3518)
(143933, 2759, 3780)
(8115, 187944, 3655)
(116655, 14380, 4009)
(28431, 16193, 3780)
(7366, 56424, 3943)
(162454, 146342, 3943)
(193071, 177346, 3405)
(66436, 29264, 3679)
(15501, 169501, 4009)
(6076, 25947, 4009)
(79378, 52949, 3943)
(129933, 95242, 3518)
(134595, 36294, 4009)
(79976, 133490, 3943)
(77965, 1656, 3943)
(11417, 91844, 3943)
(137731, 96535, 3943)
(193463, 90600, 3780)
(78465, 7587, 3853)
(39693, 62617, 3518)
(69317, 149572, 3655)
(102891, 59789, 3943)
(129518, 73676, 3943)
(8546, 11250, 3780)
(140900, 19984, 3655)
(196185, 35596, 3943)
(27129, 49038, 4009)
(123869, 173580, 3655)
(196562, 6935, 3943)
(33219, 32613, 3943)
(133888, 9427, 4009)
(52351, 50661, 3943)
(143894, 34214, 3853)
(164066, 192087, 3853)
(85654, 118599, 3853)
(108648, 33572, 3780)
(126205, 114368, 3780)
(53205, 59886, 3943)
(160154, 4668, 3853)
(98197, 59546, 3853)
(17648, 84391, 4009)
(9915, 131054, 3943)
(59035, 43423, 3943)
(9840, 109841, 3853)
(35322, 189207, 4009)
(92360, 46614, 3679)
(188914, 147777, 3518)
(4062, 80345, 3780)
(23527, 63905, 3655)
(26990, 169905, 4009)
(125813, 31333, 3518)
(5197, 93641, 4009)
(84, 971, 3655)
(160662, 118956, 3679)
(33576, 106097, 3655)
(122487, 165900, 3853)
(124227, 96982, 4009)
(159598, 23393, 3679)
(2438, 9536, 3679)
(176912, 12237, 3853)
(26830, 42429, 3853)
(177862, 32011, 3655)
(110321, 20296, 3780)
(181809, 66668, 3943)
(78717, 36973, 4009)
(104501, 4191, 4009)
(149611, 85179, 4009)
(119, 34830, 3655)
(42629, 15894, 3655)
(198547, 112268, 3853)
(116104, 190910, 3655)
(181998, 105190, 3943)
(38450, 98323, 3780)
(73532, 142222, 3780)
(21584, 49961, 3853)
(43982, 104691, 3943)
(45602, 77816, 4009)
(57115, 110471, 3853)
(81235, 62975, 3943)
(164402, 36728, 3780)
(92628, 96210, 3780)
(190189, 165555, 3518)
(4072, 95372, 3943)
(105995, 179509, 3943)
(8896, 16401, 3655)
(3392, 51861, 3780)
(194148, 42846, 4009)
(173216, 21010, 3853)
(94880, 4539, 3943)
(128444, 170950, 4009)
(187657, 38691, 3780)
(183586, 22084, 3853)
(195662, 184660, 3853)
(16318, 29769, 3853)
(47241, 129510, 3853)
(64486, 111160, 4009)
(119421, 114917, 4009)
(8391, 99830, 3679)
(146184, 155504, 3780)
(16808, 81185, 3943)
(10133, 7398, 4009)
(374, 158812, 4009)
(144439, 30032, 3780)
